experiment,mode,impl,launcher,variant,lanes,compiler,compiler_ver,flags,stack_policy,copy_policy,nzstack,bcopy,opt_nzmax,minblocks,threads,proc_bind,device,gpu_arch,nxp,nyp,nx,ny,ncols,nwet,nz,land_pct,reps,warm,nrun,ms_min,ms_med,ns_per_col,it_outer,it_inner,kd_sum,kd_min,kd_max,regs,local_b,status,git_hash,host,timestamp
tripcount,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",cc70,473,297,479,303,145137,145137,10,0,100,2,3,4.4167120000E+00,4.4181490000E+00,30.431330,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_072249
tripcount,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate  -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",cc70,473,297,479,303,145137,145137,10,0,100,2,3,4.4184800000E+00,4.4329310000E+00,30.443512,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_072249
tripcount,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",cc70,473,297,479,303,145137,145137,25,0,34,2,3,2.9939532353E+01,2.9944938235E+01,206.284630,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_072249
tripcount,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate  -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",cc70,473,297,479,303,145137,145137,25,0,34,2,3,2.9944264706E+01,2.9950561765E+01,206.317236,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_072249
tripcount,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",cc70,473,297,479,303,145137,145137,30,0,26,2,3,3.9614538462E+01,3.9615542308E+01,272.945827,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_072249
tripcount,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate  -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",cc70,473,297,479,303,145137,145137,30,0,26,2,3,3.9613961538E+01,3.9618803846E+01,272.941852,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_072249
tripcount,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",cc70,473,297,479,303,145137,145137,50,0,13,2,3,8.3036315385E+01,8.3092230769E+01,572.123686,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_072249
tripcount,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate  -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",cc70,473,297,479,303,145137,145137,50,0,13,2,3,8.3043846154E+01,8.3059684615E+01,572.175573,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_072249
tripcount,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",cc70,473,297,479,303,145137,145137,75,0,8,2,3,1.3961851250E+02,1.3973736250E+02,961.977390,145137,2936000,5.1066355936E+05,0.0000000000E+00,1.6167913874E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_072249
tripcount,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate  -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",cc70,473,297,479,303,145137,145137,75,0,8,2,3,1.3975622500E+02,1.3977137500E+02,962.926235,145137,2936000,5.1066355936E+05,0.0000000000E+00,1.6167913874E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_072249
tripcount,dc_gpu_acc,dc,solo,faithful,1,nvfortran,"","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc70,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Tesla V100-DGXS-32GB",cc70,473,297,479,303,145137,145137,100,0,6,2,3,1.9563333333E+02,1.9566501667E+02,1347.921849,145137,2935887,5.1127272001E+05,0.0000000000E+00,1.6168895263E+00,0,0,OK,ad2cde0,Big-Chungus,20260803_072249
