experiment,mode,impl,launcher,variant,lanes,compiler,compiler_ver,flags,stack_policy,copy_policy,nzstack,bcopy,opt_nzmax,minblocks,threads,proc_bind,device,gpu_arch,nxp,nyp,nx,ny,ncols,nwet,nz,land_pct,reps,warm,nrun,ms_min,ms_med,ns_per_col,it_outer,it_inner,kd_sum,kd_min,kd_max,regs,local_b,status,git_hash,host,timestamp
nz,dc_gpu,dc,solo,faithful,1,nvfortran,"nvfortran 26.3-0 linuxarm64 target on aarch64 Linux -tp neoverse-v2 ","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"GH200",cc90,473,297,479,303,145137,145137,10,0,100,2,3,1.8740390000E+00,1.8754600000E+00,12.912207,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,254,66768,OK,5f1887e,gh1,20260803_232145
nz,dc_gpu,dc,solo,faithful,1,nvfortran,"nvfortran 26.3-0 linuxarm64 target on aarch64 Linux -tp neoverse-v2 ","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"GH200",cc90,473,297,479,303,145137,145137,25,0,100,2,3,9.5086500000E+00,9.5143700000E+00,65.514996,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,254,66768,OK,5f1887e,gh1,20260803_232145
nz,dc_gpu,dc,solo,faithful,1,nvfortran,"nvfortran 26.3-0 linuxarm64 target on aarch64 Linux -tp neoverse-v2 ","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"GH200",cc90,473,297,479,303,145137,145137,30,0,79,2,3,1.2808240506E+01,1.2810784810E+01,88.249313,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,254,66768,OK,5f1887e,gh1,20260803_232145
nz,dc_gpu,dc,solo,faithful,1,nvfortran,"nvfortran 26.3-0 linuxarm64 target on aarch64 Linux -tp neoverse-v2 ","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"GH200",cc90,473,297,479,303,145137,145137,50,0,35,2,3,2.8729314286E+01,2.8735345714E+01,197.946177,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,254,66768,OK,5f1887e,gh1,20260803_232145
nz,dc_gpu,dc,solo,faithful,1,nvfortran,"nvfortran 26.3-0 linuxarm64 target on aarch64 Linux -tp neoverse-v2 ","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"GH200",cc90,473,297,479,303,145137,145137,75,0,20,2,3,5.0391855000E+01,5.0397695000E+01,347.201988,145137,2936000,5.1066355936E+05,0.0000000000E+00,1.6167913874E+00,254,66768,OK,5f1887e,gh1,20260803_232145
nz,dc_gpu,dc,solo,faithful,1,nvfortran,"nvfortran 26.3-0 linuxarm64 target on aarch64 Linux -tp neoverse-v2 ","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"GH200",cc90,473,297,479,303,145137,145137,100,0,14,2,3,7.2079571429E+01,7.2081792857E+01,496.631262,145137,2935887,5.1127272001E+05,0.0000000000E+00,1.6168895263E+00,254,66768,OK,5f1887e,gh1,20260803_232145
nz,dc_gpu,dc,solo,faithful,1,nvfortran,"nvfortran 26.3-0 linuxarm64 target on aarch64 Linux -tp neoverse-v2 ","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,11,0,11,0,1,close,"GH200",cc90,473,297,479,303,145137,145137,10,0,100,2,3,1.7453220000E+00,1.7482310000E+00,12.025342,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,254,6864,OK,5f1887e,gh1,20260803_232145
nz,dc_gpu,dc,solo,faithful,1,nvfortran,"nvfortran 26.3-0 linuxarm64 target on aarch64 Linux -tp neoverse-v2 ","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=26 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,26,0,26,0,1,close,"GH200",cc90,473,297,479,303,145137,145137,25,0,100,2,3,9.2901210000E+00,9.2942290000E+00,64.009322,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,254,14544,OK,5f1887e,gh1,20260803_232145
nz,dc_gpu,dc,solo,faithful,1,nvfortran,"nvfortran 26.3-0 linuxarm64 target on aarch64 Linux -tp neoverse-v2 ","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,31,0,31,0,1,close,"GH200",cc90,473,297,479,303,145137,145137,30,0,79,2,3,1.2702175949E+01,1.2704049367E+01,87.518524,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,254,17104,OK,5f1887e,gh1,20260803_232145
nz,dc_gpu,dc,solo,faithful,1,nvfortran,"nvfortran 26.3-0 linuxarm64 target on aarch64 Linux -tp neoverse-v2 ","-Mfree -Mbackslash -O3 -fast -I../common -DMODEL_NZ_STACK_MAX=51 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,51,0,51,0,1,close,"GH200",cc90,473,297,479,303,145137,145137,50,0,35,2,3,2.9006685714E+01,2.9012171429E+01,199.857278,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,254,27344,OK,5f1887e,gh1,20260803_232145
