experiment,mode,impl,launcher,variant,lanes,compiler,compiler_ver,flags,stack_policy,copy_policy,nzstack,bcopy,opt_nzmax,minblocks,threads,proc_bind,device,gpu_arch,nxp,nyp,nx,ny,ncols,nwet,nz,land_pct,reps,warm,nrun,ms_min,ms_med,ns_per_col,it_outer,it_inner,kd_sum,kd_min,kd_max,regs,local_b,status,git_hash,host,timestamp
nz,dc_gpu,dc,solo,faithful,1,amdflang,"AMD flang version 23.0.0git (https://github.com/ROCm/llvm-project.git 43215c73116c407735c85a180d174f718798c328+PATCHED:2506c552d8428e2cc1778bef048b20f818e06bb3)","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -fopenmp --offload-arch=gfx90a -fdo-concurrent-to-openmp=device -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"MI250X",cc90,473,297,479,303,145137,145137,10,0,42,2,3,1.0496154373E+02,1.2378024922E+02,723.189426,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,0,0,OK,59ecfb2,frontier02467,20260803_203811
nz,dc_gpu,dc,solo,faithful,1,amdflang,"AMD flang version 23.0.0git (https://github.com/ROCm/llvm-project.git 43215c73116c407735c85a180d174f718798c328+PATCHED:2506c552d8428e2cc1778bef048b20f818e06bb3)","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -fopenmp --offload-arch=gfx90a -fdo-concurrent-to-openmp=device -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"MI250X",cc90,473,297,479,303,145137,145137,25,0,37,2,3,7.1830591730E+01,1.1953114767E+02,494.915781,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,0,0,OK,59ecfb2,frontier02467,20260803_203811
nz,dc_gpu,dc,solo,faithful,1,amdflang,"AMD flang version 23.0.0git (https://github.com/ROCm/llvm-project.git 43215c73116c407735c85a180d174f718798c328+PATCHED:2506c552d8428e2cc1778bef048b20f818e06bb3)","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -fopenmp --offload-arch=gfx90a -fdo-concurrent-to-openmp=device -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"MI250X",cc90,473,297,479,303,145137,145137,30,0,28,2,3,9.8842165047E+01,1.1636090162E+02,681.026651,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,0,0,OK,59ecfb2,frontier02467,20260803_203811
nz,dc_gpu,dc,solo,faithful,1,amdflang,"AMD flang version 23.0.0git (https://github.com/ROCm/llvm-project.git 43215c73116c407735c85a180d174f718798c328+PATCHED:2506c552d8428e2cc1778bef048b20f818e06bb3)","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -fopenmp --offload-arch=gfx90a -fdo-concurrent-to-openmp=device -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"MI250X",cc90,473,297,479,303,145137,145137,50,0,14,2,3,7.3209509520E+01,7.3726276801E+01,504.416582,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,0,0,OK,59ecfb2,frontier02467,20260803_203811
nz,dc_gpu,dc,solo,faithful,1,amdflang,"AMD flang version 23.0.0git (https://github.com/ROCm/llvm-project.git 43215c73116c407735c85a180d174f718798c328+PATCHED:2506c552d8428e2cc1778bef048b20f818e06bb3)","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -fopenmp --offload-arch=gfx90a -fdo-concurrent-to-openmp=device -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"MI250X",cc90,473,297,479,303,145137,145137,75,0,9,2,3,1.1696102398E+02,1.2208394344E+02,805.866347,145137,2936000,5.1066355936E+05,0.0000000000E+00,1.6167913874E+00,0,0,OK,59ecfb2,frontier02467,20260803_203811
nz,dc_gpu,dc,solo,faithful,1,amdflang,"AMD flang version 23.0.0git (https://github.com/ROCm/llvm-project.git 43215c73116c407735c85a180d174f718798c328+PATCHED:2506c552d8428e2cc1778bef048b20f818e06bb3)","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -fopenmp --offload-arch=gfx90a -fdo-concurrent-to-openmp=device -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"MI250X",cc90,473,297,479,303,145137,145137,100,0,6,2,3,1.6976797519E+02,1.7029330367E+02,1169.708449,145137,2935887,5.1127272001E+05,0.0000000000E+00,1.6168895263E+00,0,0,OK,59ecfb2,frontier02467,20260803_203811
nz,dc_gpu,dc,solo,faithful,1,amdflang,"AMD flang version 23.0.0git (https://github.com/ROCm/llvm-project.git 43215c73116c407735c85a180d174f718798c328+PATCHED:2506c552d8428e2cc1778bef048b20f818e06bb3)","-O3 -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -fopenmp --offload-arch=gfx90a -fdo-concurrent-to-openmp=device -DDC_DATA_OMP",fit,prod,11,0,11,0,1,close,"MI250X",cc90,473,297,479,303,145137,145137,10,0,100,2,3,7.0705070812E+00,7.0725046564E+00,48.716089,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,0,0,OK,59ecfb2,frontier02467,20260803_203811
nz,dc_gpu,dc,solo,faithful,1,amdflang,"AMD flang version 23.0.0git (https://github.com/ROCm/llvm-project.git 43215c73116c407735c85a180d174f718798c328+PATCHED:2506c552d8428e2cc1778bef048b20f818e06bb3)","-O3 -I../common -DMODEL_NZ_STACK_MAX=26 -DKS_VLEN=1 -fopenmp --offload-arch=gfx90a -fdo-concurrent-to-openmp=device -DDC_DATA_OMP",fit,prod,26,0,26,0,1,close,"MI250X",cc90,473,297,479,303,145137,145137,25,0,41,2,3,2.4595043599E+01,2.4632868766E+01,169.460879,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,0,0,OK,59ecfb2,frontier02467,20260803_203811
nz,dc_gpu,dc,solo,faithful,1,amdflang,"AMD flang version 23.0.0git (https://github.com/ROCm/llvm-project.git 43215c73116c407735c85a180d174f718798c328+PATCHED:2506c552d8428e2cc1778bef048b20f818e06bb3)","-O3 -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -fopenmp --offload-arch=gfx90a -fdo-concurrent-to-openmp=device -DDC_DATA_OMP",fit,prod,31,0,31,0,1,close,"MI250X",cc90,473,297,479,303,145137,145137,30,0,31,2,3,3.2687223306E+01,3.2731414322E+01,225.216336,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,0,0,OK,59ecfb2,frontier02467,20260803_203811
nz,dc_gpu,dc,solo,faithful,1,amdflang,"AMD flang version 23.0.0git (https://github.com/ROCm/llvm-project.git 43215c73116c407735c85a180d174f718798c328+PATCHED:2506c552d8428e2cc1778bef048b20f818e06bb3)","-O3 -I../common -DMODEL_NZ_STACK_MAX=51 -DKS_VLEN=1 -fopenmp --offload-arch=gfx90a -fdo-concurrent-to-openmp=device -DDC_DATA_OMP",fit,prod,51,0,51,0,1,close,"MI250X",cc90,473,297,479,303,145137,145137,50,0,16,2,3,6.6628847737E+01,6.6664378915E+01,459.075547,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,0,0,OK,59ecfb2,frontier02467,20260803_203811
nz,dc_gpu,dc,solo,faithful,1,amdflang,"AMD flang version 23.0.0git (https://github.com/ROCm/llvm-project.git 43215c73116c407735c85a180d174f718798c328+PATCHED:2506c552d8428e2cc1778bef048b20f818e06bb3)","-O3 -I../common -DMODEL_NZ_STACK_MAX=76 -DKS_VLEN=1 -fopenmp --offload-arch=gfx90a -fdo-concurrent-to-openmp=device -DDC_DATA_OMP",fit,prod,76,0,76,0,1,close,"MI250X",cc90,473,297,479,303,145137,145137,75,0,9,2,3,1.2319461577E+02,1.2327988756E+02,848.816055,145137,2936000,5.1066355936E+05,0.0000000000E+00,1.6167913874E+00,0,0,OK,59ecfb2,frontier02467,20260803_203811
nz,dc_gpu,dc,solo,faithful,1,amdflang,"AMD flang version 23.0.0git (https://github.com/ROCm/llvm-project.git 43215c73116c407735c85a180d174f718798c328+PATCHED:2506c552d8428e2cc1778bef048b20f818e06bb3)","-O3 -I../common -DMODEL_NZ_STACK_MAX=101 -DKS_VLEN=1 -fopenmp --offload-arch=gfx90a -fdo-concurrent-to-openmp=device -DDC_DATA_OMP",fit,prod,101,0,101,0,1,close,"MI250X",cc90,473,297,479,303,145137,145137,100,0,6,2,3,1.6598370501E+02,1.6606998878E+02,1143.634669,145137,2935887,5.1127272001E+05,0.0000000000E+00,1.6168895263E+00,0,0,OK,59ecfb2,frontier02467,20260803_203811
