experiment,mode,impl,launcher,variant,lanes,compiler,compiler_ver,flags,stack_policy,copy_policy,nzstack,bcopy,opt_nzmax,minblocks,threads,proc_bind,device,gpu_arch,nxp,nyp,nx,ny,ncols,nwet,nz,land_pct,reps,warm,nrun,ms_min,ms_med,ns_per_col,it_outer,it_inner,kd_sum,kd_min,kd_max,regs,local_b,status,git_hash,host,timestamp
nz,serial_do,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Xeon Max",cc90,64,64,70,70,4900,4900,10,0,100,2,3,3.6472511292E+00,3.6482214928E+00,744.336965,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_035842
nz,serial_do,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Xeon Max",cc90,64,64,70,70,4900,4900,25,0,28,2,3,3.6861572947E+01,3.6875605583E+01,7522.769989,4900,93699,8.2706422989E+03,0.0000000000E+00,1.6306509442E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_035842
nz,serial_do,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Xeon Max",cc90,64,64,70,70,4900,4900,30,0,21,2,3,4.9857616425E+01,4.9879426048E+01,10175.023760,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_035842
nz,serial_do,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Xeon Max",cc90,64,64,70,70,4900,4900,50,0,10,2,3,1.0982530117E+02,1.0985050201E+02,22413.326769,4900,99272,1.6897225677E+04,0.0000000000E+00,1.6075703238E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_035842
nz,serial_do,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Xeon Max",cc90,64,64,70,70,4900,4900,75,0,6,2,3,1.8706933657E+02,1.8710517883E+02,38177.415627,4900,99341,1.7354910659E+04,0.0000000000E+00,1.6100282099E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_035842
nz,serial_do,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Xeon Max",cc90,64,64,70,70,4900,4900,100,0,4,2,3,2.6433527470E+02,2.6442676783E+02,53945.974429,4900,99315,1.7375307995E+04,0.0000000000E+00,1.6097062980E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_035842
nz,serial_do,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,11,0,11,0,1,close,"Xeon Max",cc90,64,64,70,70,4900,4900,10,0,100,2,3,3.5014295578E+00,3.5027217865E+00,714.577461,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_035842
nz,serial_do,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=26 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,26,0,26,0,1,close,"Xeon Max",cc90,64,64,70,70,4900,4900,25,0,28,2,3,3.6781498364E+01,3.6799533027E+01,7506.428238,4900,93699,8.2706422989E+03,0.0000000000E+00,1.6306509442E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_035842
nz,serial_do,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,31,0,31,0,1,close,"Xeon Max",cc90,64,64,70,70,4900,4900,30,0,20,2,3,5.0016152859E+01,5.0042998791E+01,10207.378134,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_035842
nz,serial_do,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=51 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,51,0,51,0,1,close,"Xeon Max",cc90,64,64,70,70,4900,4900,50,0,10,2,3,1.0947699547E+02,1.0952150822E+02,22342.243973,4900,99272,1.6897225677E+04,0.0000000000E+00,1.6075703238E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_035842
