experiment,mode,impl,launcher,variant,lanes,compiler,compiler_ver,flags,stack_policy,copy_policy,nzstack,bcopy,opt_nzmax,minblocks,threads,proc_bind,device,gpu_arch,nxp,nyp,nx,ny,ncols,nwet,nz,land_pct,reps,warm,nrun,ms_min,ms_med,ns_per_col,it_outer,it_inner,kd_sum,kd_min,kd_max,regs,local_b,status,git_hash,host,timestamp
nz,dc_gpu,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -qopenmp -fopenmp-targets=spir64 -fopenmp-target-do-concurrent -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"Intel GPU",spir64,473,297,479,303,145137,145137,10,0,68,2,3,1.4888279578E+01,1.4902926873E+01,102.580869,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_034639
nz,dc_gpu,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -qopenmp -fopenmp-targets=spir64 -fopenmp-target-do-concurrent -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"Intel GPU",spir64,473,297,479,303,145137,145137,25,0,25,2,3,4.0791658255E+01,4.1265954971E+01,281.056231,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_034639
nz,dc_gpu,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -qopenmp -fopenmp-targets=spir64 -fopenmp-target-do-concurrent -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"Intel GPU",spir64,473,297,479,303,145137,145137,30,0,21,2,3,5.1455429622E+01,5.1502568381E+01,354.530062,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_034639
nz,dc_gpu,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -qopenmp -fopenmp-targets=spir64 -fopenmp-target-do-concurrent -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"Intel GPU",spir64,473,297,479,303,145137,145137,50,0,12,2,3,9.7180406253E+01,9.7318589687E+01,669.577063,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_034639
nz,dc_gpu,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -qopenmp -fopenmp-targets=spir64 -fopenmp-target-do-concurrent -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"Intel GPU",spir64,473,297,479,303,145137,145137,75,0,8,2,3,1.6007810831E+02,1.6029474139E+02,1102.944861,145137,2936000,5.1066355936E+05,0.0000000000E+00,1.6167913874E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_034639
nz,dc_gpu,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -qopenmp -fopenmp-targets=spir64 -fopenmp-target-do-concurrent -DDC_DATA_OMP",prod,prod,128,0,128,0,1,close,"Intel GPU",spir64,473,297,479,303,145137,145137,100,0,5,2,3,2.2565498352E+02,2.2586879730E+02,1554.772274,145137,2935887,5.1127272001E+05,0.0000000000E+00,1.6168895263E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_034639
nz,dc_gpu,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -qopenmp -fopenmp-targets=spir64 -fopenmp-target-do-concurrent -DDC_DATA_OMP",fit,prod,11,0,11,0,1,close,"Intel GPU",spir64,473,297,479,303,145137,145137,10,0,79,2,3,1.2773526021E+01,1.2792770679E+01,88.010129,145197,299883,1.7667795128E+04,0.0000000000E+00,2.1728299233E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_034639
nz,dc_gpu,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=26 -DKS_VLEN=1 -qopenmp -fopenmp-targets=spir64 -fopenmp-target-do-concurrent -DDC_DATA_OMP",fit,prod,26,0,26,0,1,close,"Intel GPU",spir64,473,297,479,303,145137,145137,25,0,27,2,3,3.8684447606E+01,3.8704854471E+01,266.537462,145137,2778428,2.4191559953E+05,0.0000000000E+00,1.6641704327E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_034639
nz,dc_gpu,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -qopenmp -fopenmp-targets=spir64 -fopenmp-target-do-concurrent -DDC_DATA_OMP",fit,prod,31,0,31,0,1,close,"Intel GPU",spir64,473,297,479,303,145137,145137,30,0,22,2,3,4.6985637058E+01,4.7050779516E+01,323.733004,145137,2866522,3.2998816625E+05,0.0000000000E+00,1.6473860971E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_034639
nz,dc_gpu,dc,solo,faithful,1,ifx,"ifx (IFX) 2025.3.2 20260112","-O3 -I../common -DMODEL_NZ_STACK_MAX=51 -DKS_VLEN=1 -qopenmp -fopenmp-targets=spir64 -fopenmp-target-do-concurrent -DDC_DATA_OMP",fit,prod,51,0,51,0,1,close,"Intel GPU",spir64,473,297,479,303,145137,145137,50,0,12,2,3,9.3605419000E+01,9.4300250212E+01,644.945252,145137,2935578,4.9695304208E+05,0.0000000000E+00,1.6157044966E+00,0,0,OK,5510df7,x4310c1s0b0n0,20260804_034639
