experiment,mode,impl,launcher,variant,lanes,compiler,compiler_ver,flags,stack_policy,copy_policy,nzstack,bcopy,opt_nzmax,minblocks,threads,proc_bind,device,gpu_arch,nxp,nyp,nx,ny,ncols,nwet,nz,land_pct,reps,warm,nrun,ms_min,ms_med,ns_per_col,it_outer,it_inner,kd_sum,kd_min,kd_max,regs,local_b,status,git_hash,host,timestamp
nz,serial_do,dc,solo,faithful,1,gfortran,"GNU Fortran (Homebrew GCC 15.2.0_1) 15.2.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Mac",cc90,64,64,70,70,4900,4900,10,0,100,2,3,2.1317315102E+00,2.1473574638E+00,435.047247,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,0,0,OK,d65ed5a,Jorges-MacBook-Air.local,20260804_150847
nz,serial_do,dc,solo,faithful,1,gfortran,"GNU Fortran (Homebrew GCC 15.2.0_1) 15.2.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Mac",cc90,64,64,70,70,4900,4900,25,0,46,2,3,2.1590258213E+01,2.1878159564E+01,4406.175146,4900,93699,8.2706422989E+03,0.0000000000E+00,1.6306509442E+00,0,0,OK,d65ed5a,Jorges-MacBook-Air.local,20260804_150847
nz,serial_do,dc,solo,faithful,1,gfortran,"GNU Fortran (Homebrew GCC 15.2.0_1) 15.2.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Mac",cc90,64,64,70,70,4900,4900,30,0,34,2,3,2.9287822106E+01,2.9408181415E+01,5977.106552,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,0,0,OK,d65ed5a,Jorges-MacBook-Air.local,20260804_150847
nz,serial_do,dc,solo,faithful,1,gfortran,"GNU Fortran (Homebrew GCC 15.2.0_1) 15.2.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Mac",cc90,64,64,70,70,4900,4900,50,0,16,2,3,6.1684057117E+01,6.1929002404E+01,12588.583085,4900,99272,1.6897225677E+04,0.0000000000E+00,1.6075703238E+00,0,0,OK,d65ed5a,Jorges-MacBook-Air.local,20260804_150847
nz,serial_do,dc,solo,faithful,1,gfortran,"GNU Fortran (Homebrew GCC 15.2.0_1) 15.2.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Mac",cc90,64,64,70,70,4900,4900,75,0,10,2,3,1.0616488457E+02,1.0656099319E+02,21666.302973,4900,99341,1.7354910659E+04,0.0000000000E+00,1.6100282099E+00,0,0,OK,d65ed5a,Jorges-MacBook-Air.local,20260804_150847
nz,serial_do,dc,solo,faithful,1,gfortran,"GNU Fortran (Homebrew GCC 15.2.0_1) 15.2.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=128 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",prod,prod,128,0,128,0,1,close,"Mac",cc90,64,64,70,70,4900,4900,100,0,7,2,3,1.5006869180E+02,1.5023085049E+02,30626.263633,4900,99315,1.7375307995E+04,0.0000000000E+00,1.6097062980E+00,0,0,OK,d65ed5a,Jorges-MacBook-Air.local,20260804_150847
nz,serial_do,dc,solo,faithful,1,gfortran,"GNU Fortran (Homebrew GCC 15.2.0_1) 15.2.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=11 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,11,0,11,0,1,close,"Mac",cc90,64,64,70,70,4900,4900,10,0,100,2,3,2.1125078201E+00,2.1153211594E+00,431.124045,4902,11606,6.8205675711E+02,0.0000000000E+00,2.1513709635E+00,0,0,OK,d65ed5a,Jorges-MacBook-Air.local,20260804_150847
nz,serial_do,dc,solo,faithful,1,gfortran,"GNU Fortran (Homebrew GCC 15.2.0_1) 15.2.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=26 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,26,0,26,0,1,close,"Mac",cc90,64,64,70,70,4900,4900,25,0,46,2,3,2.2114256154E+01,2.2291826165E+01,4513.113501,4900,93699,8.2706422989E+03,0.0000000000E+00,1.6306509442E+00,0,0,OK,d65ed5a,Jorges-MacBook-Air.local,20260804_150847
nz,serial_do,dc,solo,faithful,1,gfortran,"GNU Fortran (Homebrew GCC 15.2.0_1) 15.2.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=31 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,31,0,31,0,1,close,"Mac",cc90,64,64,70,70,4900,4900,30,0,34,2,3,2.9684489114E+01,2.9844361193E+01,6058.059003,4900,96753,1.1269504893E+04,0.0000000000E+00,1.6245516804E+00,0,0,OK,d65ed5a,Jorges-MacBook-Air.local,20260804_150847
nz,serial_do,dc,solo,faithful,1,gfortran,"GNU Fortran (Homebrew GCC 15.2.0_1) 15.2.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=51 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,51,0,51,0,1,close,"Mac",cc90,64,64,70,70,4900,4900,50,0,17,2,3,6.2480463701E+01,6.2544748187E+01,12751.115041,4900,99272,1.6897225677E+04,0.0000000000E+00,1.6075703238E+00,0,0,OK,d65ed5a,Jorges-MacBook-Air.local,20260804_150847
nz,serial_do,dc,solo,faithful,1,gfortran,"GNU Fortran (Homebrew GCC 15.2.0_1) 15.2.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=76 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,76,0,76,0,1,close,"Mac",cc90,64,64,70,70,4900,4900,75,0,10,2,3,1.0770151615E+02,1.0805108547E+02,21979.901255,4900,99341,1.7354910659E+04,0.0000000000E+00,1.6100282099E+00,0,0,OK,d65ed5a,Jorges-MacBook-Air.local,20260804_150847
nz,serial_do,dc,solo,faithful,1,gfortran,"GNU Fortran (Homebrew GCC 15.2.0_1) 15.2.0","-O3 -I../common -DMODEL_NZ_STACK_MAX=101 -DKS_VLEN=1 -stdpar=gpu -acc=gpu -gpu=cc90,mem:separate -gpu=tripcount:host -DDC_DATA_ACC",fit,prod,101,0,101,0,1,close,"Mac",cc90,64,64,70,70,4900,4900,100,0,7,2,3,1.5184300286E+02,1.5199644225E+02,30988.367931,4900,99315,1.7375307995E+04,0.0000000000E+00,1.6097062980E+00,0,0,OK,d65ed5a,Jorges-MacBook-Air.local,20260804_150847
